,date,name,type,finishers,location
14732,Jun/14/2014,Adrenaline Night Runs,64 KM,21 finishers,"Fountain Hills, AZ"
14733,Jun/14/2014,Desert Rats Kokopelli Stage Race,150 Miles,15 finishers,"Fruita, CO"
14734,Jun/14/2014,Niagara Ultra,50 KM,172 finishers,"Niagara On The Lake, ON"
14735,Jun/14/2014,Niagara Ultra,100 KM,30 finishers,"Niagara On The Lake, ON"
14736,Jun/13/2014,Mountain Challenge Series: June,24 Hours,8 finishers,"Silverton, CO"
14737,Jun/13/2014,Mountain Challenge Series: June,48 Hours,23 finishers,"Silverton, CO"
14738,Jun/13/2014,Mountain Challenge Series: June,72 Hours,23 finishers,"Silverton, CO"
14739,Jun/13/2014,Mountain Challenge Series: June,168 Hours,29 finishers,"Silverton, CO"
14740,Jun/13/2014,Mountain Challenge Series: June,240 Hours,30 finishers,"Silverton, CO"
14741,Jun/08/2014,Big Basin - Skyline to Sea,50 KM,127 finishers,"Los Gatos, CA"
14742,Jun/08/2014,Beacon Rock,50 KM,71 finishers,"North Bonneville, WA"
14743,Jun/08/2014,Holcomb Valley trail Run,33 Miles,51 finishers,"Big Bear Lake, CA"
14744,Jun/07/2014,Shadow of the Giants,50 KM,122 finishers,"Fishcamp, CA"
14745,Jun/07/2014,Another Dam 50,50 KM,93 finishers,"Englewood, OH"
14746,Jun/07/2014,San Diego 100,100 Miles,142 finishers,"Lake Cuyamaca, CA"
14747,Jun/07/2014,Old Dominion,100 Miles,34 finishers,"Woodstock, VA"
14748,Jun/07/2014,Kettle Moraine 100 Endurance Runs,100 Miles,111 finishers,"La Grange, WI"
14749,Jun/07/2014,Kettle Moraine 100 Endurance Runs,100 KM,60 finishers,"La Grange, WI"
14750,Jun/07/2014,Kettle Moraine 100 Endurance Runs,50 KM,40 finishers,"La Grange, WI"
14751,Jun/07/2014,Kettle Moraine 100 Endurance Runs,38 Miles,57 finishers,"La Grange, WI"
14752,Jun/07/2014,Squaw Peak 50 Mile Trail Run,50 Miles,254 finishers,"Provo, UT"
14753,Jun/07/2014,Echo Valley Runs,50 KM,28 finishers,"Chelan, WA"
14754,Jun/07/2014,Echo Valley Runs,50 Miles,18 finishers,"Chelan, WA"
14755,Jun/07/2014,Chester Woods,50 KM,90 finishers,"Eyota, MN"
14756,Jun/07/2014,Buckeye Buster,50 KM,58 finishers,"Lore City, OH"
14757,Jun/07/2014,Buckeye Buster,50 Miles,18 finishers,"Lore City, OH"
14758,Jun/07/2014,TARC 100,50 Miles,67 finishers,"Westwood, MA"
14759,Jun/07/2014,TARC 100,100 Miles,18 finishers,"Westwood, MA"
14760,Jun/07/2014,Rockin Choccolocco 50K and Half Marathon,50 KM,51 finishers,"Pinhoti, AL"
14761,Jun/07/2014,Scout Mountain Ultra Trail,60 KM,58 finishers,"Pocatello, ID"
14762,Jun/07/2014,Scout Mountain Ultra Trail,100 KM,55 finishers,"Pocatello, ID"
14763,Jun/07/2014,Hell Hole Hundred,100 Miles,5 finishers,"Bethera, SC"
14764,Jun/07/2014,Hell Hole Hundred,100 KM,22 finishers,"Bethera, SC"
14765,Jun/07/2014,Lake to Ocean 100K,100 KM,7 finishers,"Port Mayaka, FL"
14766,Jun/07/2014,Bethel Hill Moonlight Boogie,50 Miles,52 finishers,"Ellerbe, NC"
14767,Jun/07/2014,Bethel Hill Moonlight Boogie,30 Miles,34 finishers,"Ellerbe, NC"
14768,Jun/07/2014,Laurel Highlands,50 KM,57 finishers,"Ohiopyle, PA"
14769,Jun/07/2014,The North Face Endurance Challenge Washington DC,50 KM,442 finishers,"Washington DC, DC"
14770,Jun/07/2014,The North Face Endurance Challenge Washington DC,50 Miles,242 finishers,"Washington DC, DC"
14771,Jun/07/2014,Rainier to Ruston,50 Miles,73 finishers,"Tacoma, WA"
14772,Jun/07/2014,Kingston Self-Transcendence,6 Hours,37 finishers,"Kingston, ON"
14773,Jun/07/2014,Vashon Island Ultramarathon & Trail Run,50 KM,67 finishers,"Vashon Island, WA"
14774,Jun/07/2014,War Eagle Trail Runs,50 KM,106 finishers,"Rogers, AR"
14775,Jun/07/2014,Joe Kleinerman,12 Hours,58 finishers,"Queens, NY"
14776,Jun/07/2014,Travesia en las Sierras,100 Miles,15 finishers,"Villa del Carbón,"
14777,Jun/07/2014,Travesia en las Sierras,100 KM,28 finishers,"Villa del Carbón,"
14778,Jun/07/2014,Travesia en las Sierras,50 Miles,23 finishers,"Villa del Carbón,"
14779,Jun/07/2014,Travesia en las Sierras,50 KM,64 finishers,"Villa del Carbón,"
14780,Jun/07/2014,FANS Ultra Races,12 Hours,34 finishers,"Minneapolis, MN"
14781,Jun/07/2014,FANS Ultra Races,24 Hours,72 finishers,"Minneapolis, MN"
14782,Jun/07/2014,FANS Ultra Races,6 Hours,10 finishers,"Minneapolis, MN"
14783,Jun/07/2014,Run Under The Stars - Paducah,10 Hours,124 finishers,"Paducah, KY"
14784,Jun/06/2014,Yankee Springs Trail Run,52.4 Miles,15 finishers,"Middleville, MI"
14785,Jun/01/2014,Cayuga Trail,50 Miles,175 finishers,"Ithaca, NY"
14786,Jun/01/2014,Calgary Marathon,50 KM,410 finishers,"Calgary, AB"
14787,May/31/2014,South Mountain Reservation Mayapple Trail Runs,50 KM,27 finishers,"Millburn, NJ"
14788,May/31/2014,South Mountain Reservation Mayapple Trail Runs,100 KM,5 finishers,"Millburn, NJ"
14789,May/31/2014,Santa Barbara 100,100 KM,11 finishers,"Santa Barbara, CA"
14790,May/31/2014,Santa Barbara 100,100 Miles,18 finishers,"Santa Barbara, CA"
14791,May/31/2014,Dawn To Dusk To Dawn Track Ultras,50 KM,7 finishers,"Sharon Hill, PA"
14792,May/31/2014,Dawn To Dusk To Dawn Track Ultras,12 Hours,10 finishers,"Sharon Hill, PA"
14793,May/31/2014,Dawn To Dusk To Dawn Track Ultras,24 Hours,9 finishers,"Sharon Hill, PA"
14794,May/31/2014,Flint Hills 50,40 Miles,62 finishers,"Manhattan, KS"
14795,May/31/2014,Golden Gate Dirty 30,50 KM,226 finishers,"Black Hawk, CO"
14796,May/31/2014,Redwood Trail Run (Spring),50 KM,50 finishers,"Oakland, CA"
14797,May/30/2014,Peak Ultra,100 Miles,4 finishers,"Pittsfield, VT"
14798,May/30/2014,Peak Ultra,200 Miles,3 finishers,"Pittsfield, VT"
14799,May/30/2014,Peak Ultra,30 Miles,42 finishers,"Pittsfield, VT"
14800,May/30/2014,Peak Ultra,50 Miles,46 finishers,"Pittsfield, VT"
14801,May/26/2014,Stumptown Trail Runs,50 KM,96 finishers,"Portland, OR"
14802,May/25/2014,Wickham Park Marathon,50 Miles,8 finishers,"Melbourne, FL"
14803,May/25/2014,Wickham Park Marathon,200 Miles,3 finishers,"Melbourne, FL"
14804,May/25/2014,Rocky Mountain 50K,50 KM,37 finishers,"Laramie, WY"
14805,May/25/2014,Gunstock (GiddyUp Pineland),50 KM,208 finishers,"Gilford, NH"
14806,May/25/2014,Gunstock (GiddyUp Pineland),50 Miles,96 finishers,"Gilford, NH"
14807,May/24/2014,Booneville Backroads Ultra,50 KM,36 finishers,"Booneville, IA"
14808,May/24/2014,Booneville Backroads Ultra,100 KM,18 finishers,"Booneville, IA"
14809,May/24/2014,Sole Challenge,6 Hours,7 finishers,"Fayetteville, PA"
14810,May/24/2014,Soaring Eagle Trail Run,50 KM,13 finishers,"Sammamish, WA"
14811,May/24/2014,Highland Forest 1-2-3,30 Miles,7 finishers,"Fabius, NY"
14812,May/24/2014,Otter Night Trail Runs,35 Miles,10 finishers,"Brandenburg, KY"
14813,May/24/2014,Grand Union Canal,145 Miles,61 finishers,"Birmingham,"
14814,May/24/2014,Nanny Goat,12 Hours,81 finishers,"Riverside, CA"
14815,May/24/2014,Nanny Goat,24 Hours,77 finishers,"Riverside, CA"
14816,May/24/2014,Nanny Goat,100 Miles,47 finishers,"Riverside, CA"
14817,May/24/2014,Jemez Mountain,50 KM,158 finishers,"Los Alamos, NM"
14818,May/24/2014,Jemez Mountain,50 Miles,20 finishers,"Los Alamos, NM"
14819,May/24/2014,Blackfoot Ultra,100 KM,38 finishers,"Edmonton, AB"
14820,May/24/2014,Blackfoot Ultra,50 KM,103 finishers,"Edmonton, AB"
14821,May/24/2014,Blackfoot Ultra,50 Miles,19 finishers,"Edmonton, AB"
14822,May/24/2014,Sulphur Springs,100 Miles,27 finishers,"Ancaster, ON"
14823,May/24/2014,Sulphur Springs,50 KM,99 finishers,"Ancaster, ON"
14824,May/24/2014,Sulphur Springs,50 Miles,83 finishers,"Ancaster, ON"
14825,May/24/2014,Sole Challenge,12 Hours,13 finishers,"Fayetteville, PA"
14826,May/24/2014,Sole Challenge,24 Hours,25 finishers,"Fayetteville, PA"
14827,May/24/2014,Trails of Fury,50 KM,6 finishers,"Las Vegas, NV"
14828,May/24/2014,The Great Savannah Endurance Challenge,6 Hours,23 finishers,"Savannah, GA"
14829,May/24/2014,The Great Savannah Endurance Challenge,12 Hours,3 finishers,"Savannah, GA"
14830,May/24/2014,The Great Savannah Endurance Challenge,24 Hours,21 finishers,"Savannah, GA"
14831,May/24/2014,GOATz Gravel Classic,60 KM,6 finishers,"Blair, NE"
14832,May/23/2014,Rogue Yeti Run,12 Hours,18 finishers,"Whitesburg, GA"
14833,May/22/2014,Pigtails Challenge,100 Miles,22 finishers,"Renton, WA"
14834,May/22/2014,Pigtails Challenge,150 Miles,5 finishers,"Renton, WA"
14835,May/22/2014,Pigtails Challenge,200 Miles,6 finishers,"Renton, WA"
14836,May/18/2014,Ohlone,50 KM,176 finishers,"Fremont, CA"
14837,May/18/2014,Dirty German Endurance Fest,50 KM,126 finishers,"Philadelphia, PA"
14838,May/18/2014,Dirty German Endurance Fest,50 Miles,75 finishers,"Philadelphia, PA"
14839,May/18/2014,Horseshoe Lake Trail Run,50 KM,20 finishers,"Palo Alto, CA"
14840,May/17/2014,3 Days at the Fair,6 Hours,8 finishers,"Augusta, NJ"
14841,May/17/2014,3 Days at the Fair,12 Hours,17 finishers,"Augusta, NJ"
14842,May/17/2014,3 Days at the Fair,24 Hours,45 finishers,"Augusta, NJ"
14843,May/17/2014,3 Days at the Fair,48 Hours,48 finishers,"Augusta, NJ"
14844,May/17/2014,3 Days at the Fair,72 Hours,62 finishers,"Augusta, NJ"
14845,May/17/2014,Black Mountain Monster,6 Hours,12 finishers,"Black Mountain, NC"
14846,May/17/2014,Black Mountain Monster,12 Hours,28 finishers,"Black Mountain, NC"
14847,May/17/2014,Black Mountain Monster,24 Hours,31 finishers,"Black Mountain, NC"
14848,May/17/2014,Long Cane Trail,50 KM,51 finishers,"Abbeville, SC"
14849,May/17/2014,Born to Run Ultra Marathons,50 KM,269 finishers,"Los Olivos, CA"
14850,May/17/2014,Born to Run Ultra Marathons,100 KM,37 finishers,"Los Olivos, CA"
14851,May/17/2014,Born to Run Ultra Marathons,100 Miles,21 finishers,"Los Olivos, CA"
14852,May/17/2014,Redmond Watershed Preserve 12 hour Trail Run,12 Hours,50 finishers,"Redmond, WA"
14853,May/17/2014,Whispering Pines Trail Run,50 KM,43 finishers,"tyler, TX"
14854,May/17/2014,Knock on Wood,50 KM,18 finishers,"Greenville, SC"
14855,May/17/2014,Knock on Wood,24 Hours,27 finishers,"Greenville, SC"
14856,May/17/2014,Sun Mountain,50 KM,157 finishers,"Winthrop, WA"
14857,May/17/2014,Sun Mountain,50 Miles,106 finishers,"Winthrop, WA"
14858,May/17/2014,Playin' Possum 50Km Trail Run,50 KM,114 finishers,"Delaware, OH"
14859,May/17/2014,Tryon Farm Trail,50 KM,39 finishers,"Michigan City, IN"
14860,May/17/2014,Savage 100,100 Miles,29 finishers,"Savage, MN"
14861,May/17/2014,Savage 100,100 KM,2 finishers,"Savage, MN"
14862,May/17/2014,Grand Canyon Ultras,50 KM,35 finishers,"Grand Canyon, AZ"
14863,May/17/2014,Grand Canyon Ultras,50 Miles,31 finishers,"Grand Canyon, AZ"
14864,May/17/2014,Grand Canyon Ultras,100 Miles,16 finishers,"Grand Canyon, AZ"
14865,May/17/2014,Massanutten Mountain Trails 100 Mile Run,100 Miles,141 finishers,"Fort Valley, VA"
14866,May/17/2014,Superior Spring Trail Race,50 KM,177 finishers,"Lutsen, MN"
14867,May/17/2014,Berryman 50 mile and Marathon Trail  Races,50 Miles,49 finishers,"Potosi, MO"
14868,May/17/2014,Bishop High Sierra,50 KM,46 finishers,"Bishop, CA"
14869,May/17/2014,Bishop High Sierra,50 Miles,45 finishers,"Bishop, CA"
14870,May/17/2014,Bishop High Sierra,100 KM,46 finishers,"Bishop, CA"
14871,May/17/2014,Hat Creek,24 Hours,6 finishers,"Brookneal, VA"
14872,May/17/2014,Hat Creek,12 Hours,10 finishers,"Brookneal, VA"
14873,May/17/2014,Hat Creek,6 Hours,2 finishers,"Brookneal, VA"
14874,May/17/2014,Sage Burner 50k,50 KM,40 finishers,"Gunnison, CO"
14875,May/17/2014,Keys Ultras,50 Miles,108 finishers,"Key West, FL"
14876,May/17/2014,Keys Ultras,100 Miles,105 finishers,"Key West, FL"
14877,May/17/2014,Silver State,50 KM,70 finishers,"Reno, NV"
14878,May/17/2014,Silver State,50 Miles,66 finishers,"Reno, NV"
14879,May/16/2014,The Divide 135 Ultra,135 Miles,3 finishers,"Walden, CO"
14880,May/16/2014,Cruel Jewel,100 Miles,21 finishers,"Blue Ridge, GA"
14881,May/16/2014,Cruel Jewel,50 Miles,51 finishers,"Blue Ridge, GA"
14882,May/16/2014,Thunder Rock 100,100 Miles,131 finishers,"Ducktown, TN"
14883,May/11/2014,Mother's Day,6 Hours,29 finishers,"Topsfield, MA"
14884,May/10/2014,Capon Valley,50 KM,86 finishers,"Yellow Spring, WV"
14885,May/10/2014,Harriers Elk-Beaver,50 KM,33 finishers,"Victoria, BC"
14886,May/10/2014,Harriers Elk-Beaver,50 Miles,7 finishers,"Victoria, BC"
14887,May/10/2014,Harriers Elk-Beaver,100 KM,8 finishers,"Victoria, BC"
14888,May/10/2014,Ice Age Trail,50 Miles,259 finishers,"La Grange, WI"
14889,May/10/2014,Ice Age Trail,50 KM,150 finishers,"La Grange, WI"
14890,May/10/2014,Singletrack Maniac 50k,50 KM,54 finishers,"Williamsburg, VA"
14891,May/10/2014,Gold Rush,100 KM,34 finishers,"Folsom, CA"
14892,May/10/2014,Gold Rush,50 KM,37 finishers,"Folsom, CA"
14893,May/10/2014,Heartland 50,50 Miles,36 finishers,"Cassoday, KS"
14894,May/10/2014,Thom B Trail Run,52 KM,12 finishers,"Ithica, NY"
14895,May/10/2014,Dances with Dirt - Gnaw Bone,50 KM,139 finishers,"Nashville, IN"
14896,May/10/2014,Dances with Dirt - Gnaw Bone,50 Miles,42 finishers,"Nashville, IN"
14897,May/10/2014,Lost Lake,50 KM,44 finishers,"Bellingham, WA"
14898,May/10/2014,Mind the Ducks,12 Hours,113 finishers,"Webster, NY"
14899,May/10/2014,Whoos in El Moro - Spring,50 KM,87 finishers,"Newport Beach, CA"
14900,May/10/2014,Spruce Woods Ultra,100 Miles,9 finishers,"Sprucewoods, MB"
14901,May/10/2014,Spruce Woods Ultra,50 Miles,8 finishers,"Sprucewoods, MB"
14902,May/10/2014,Spruce Woods Ultra,50 KM,36 finishers,"Sprucewoods, MB"
14903,May/10/2014,Seatons,50 KM,69 finishers,"Pickering, ON"
14904,May/10/2014,50s' For Yo Momma,50 KM,31 finishers,"Circleville, OH"
14905,May/10/2014,50s' For Yo Momma,50 Miles,38 finishers,"Circleville, OH"
14906,May/10/2014,Cinderella Trail - Spring,50 KM,25 finishers,"Oakland, CA"
14907,May/10/2014,Rock On Lake Perry,50 KM,41 finishers,"Meriden, KS"
14908,May/10/2014,Hog's Hunt,50 KM,80 finishers,"Huntsville, TX"
14909,May/10/2014,Wapack and Back Trail Races,43 Miles,17 finishers,"Ashburnham, MA"
14910,May/10/2014,Wapack and Back Trail Races,50 Miles,13 finishers,"Ashburnham, MA"
14911,May/10/2014,L.I. Greenbelt Trail,50 KM,49 finishers,"Plainview, NY"
14912,May/10/2014,McDonald Forest,50 KM,264 finishers,"Corvallis, OR"
14913,May/10/2014,PCT 50,50 Miles,143 finishers,"Cleveland National Forest, CA"
14914,May/10/2014,Quad Rock 50,50 Miles,132 finishers,"Fort Collins, CO"
14915,May/10/2014,Farm Park Challenge,4 Hours,0 finishers,"Derwood, MD"
14916,May/10/2014,Farm Park Challenge,6 Hours,9 finishers,"Derwood, MD"
14917,May/10/2014,Farm Park Challenge,50 Miles,5 finishers,"Derwood, MD"
14918,May/10/2014,Ride the Wind Trail Races,100 Miles,5 finishers,"Las Vegas, NV"
14919,May/10/2014,Ride the Wind Trail Races,50 Miles,7 finishers,"Las Vegas, NV"
14920,May/10/2014,Mount Diablo Trail Run - Summer,50 KM,9 finishers,"Clayton, CA"
14921,May/10/2014,Quicksilver,50 KM,123 finishers,"San Jose, CA"
14922,May/10/2014,Quicksilver,100 KM,83 finishers,"San Jose, CA"
14923,May/04/2014,Cornbelt Running Club 24 Hour,24 Hours,23 finishers,"Eldridge, IA"
14924,May/04/2014,Palm Bluff Trail Race and Ultra Marathon,50 KM,55 finishers,"Osteen, FL"
14925,May/04/2014,Palm Bluff Trail Race and Ultra Marathon,50 Miles,14 finishers,"Osteen, FL"
14926,May/04/2014,Cimarron Endurance Run,50 KM,7 finishers,"Cimarron, CO"
14927,May/03/2014,Wambaw Swamp Stomp,50 Miles,33 finishers,"Cordesville, SC"
14928,May/03/2014,Sinister Night Runs,54 KM,30 finishers,"Queen Creek, AZ"
14929,May/03/2014,Armstrong Redwoods Trail Run,50 KM,23 finishers,"Guerneville, CA"
14930,May/03/2014,Grand Ridge Trail Run (Spring),50 KM,16 finishers,"Issaquah, WA"
14931,May/03/2014,Rock the Ridge,50 Miles,155 finishers,"New Paltz, NY"
14932,May/03/2014,The Canyons,50 KM,100 finishers,"Foresthill, CA"
14933,May/03/2014,South Carolina Oconee,50 KM,79 finishers,"Mountain Rest, SC"
14934,May/03/2014,Nirvana Ultra Big Bear,100 Miles,3 finishers,"Big Bear, CA"
14935,May/03/2014,Nirvana Ultra Big Bear,100 KM,1 finishers,"Big Bear, CA"
14936,May/03/2014,Nirvana Ultra Big Bear,50 Miles,6 finishers,"Big Bear, CA"
14937,May/03/2014,Nirvana Ultra Big Bear,50 KM,8 finishers,"Big Bear, CA"
14938,May/03/2014,Paradise Point,50 KM,14 finishers,"Camp Lejeune, NC"
14939,May/03/2014,24 Hour - Adventure Trail,24 Hours,69 finishers,"Triangle, VA"
14940,May/03/2014,Labor of Love,50 KM,12 finishers,"Las Vegas, NV"
14941,May/03/2014,Labor of Love,50 Miles,10 finishers,"Las Vegas, NV"
14942,May/03/2014,The North Face Endurance Challenge New York,50 Miles,248 finishers,"New York, NY"
14943,May/03/2014,The North Face Endurance Challenge New York,50 KM,332 finishers,"New York, NY"
14944,May/03/2014,Darkside 8-Hour Endurance Run,8 Hours,33 finishers,"Moreland, GA"
14945,May/03/2014,OBX 200,50 KM,30 finishers,"Corolla, NC"
14946,May/03/2014,Runs With Scissors Races - CO,50 KM,8 finishers,"Brighton, CO"
14947,May/03/2014,Run for Kids Challenge,12 Hours,31 finishers,"Pelham, AL"
14948,May/03/2014,Run for Kids Challenge,50 KM,31 finishers,"Pelham, AL"
14949,May/03/2014,Falcon 50,50 Miles,54 finishers,"Colorado Springs, CO"
14950,May/03/2014,Strolling Jim™,40 Miles,106 finishers,"Wartrace, TN"
14951,May/03/2014,Greenland Trail Races,50 KM,141 finishers,"Larkspur, CO"
14952,May/03/2014,Collegiate Peaks Trail Run,50 Miles,64 finishers,"Buena Vista, CO"
14953,May/03/2014,Miwok,100 KM,356 finishers,"Stinson Beach, CA"
14954,May/03/2014,Wild Wild West Marathon And Ultra,50 KM,39 finishers,"Lone Pine, CA"
14955,May/02/2014,Soaring Eagle Park,50 KM,6 finishers,"Sammamish, WA"
14956,Apr/28/2014,Buffalo Runners 6 Hour Distance Classic,6 Hours,36 finishers,"Williamsville, NY"
14957,Apr/27/2014,Mt. Si Relay & Trail Runs,50 KM,72 finishers,"Snoqualmie, WA"
14958,Apr/27/2014,Mt. Si Relay & Trail Runs,50 Miles,41 finishers,"Snoqualmie, WA"
14959,Apr/27/2014,Jack Bristol Lake Waramaug Ultra Races,50 KM,85 finishers,"New Preston, CT"
14960,Apr/27/2014,Jack Bristol Lake Waramaug Ultra Races,50 Miles,29 finishers,"New Preston, CT"
14961,Apr/27/2014,Jack Bristol Lake Waramaug Ultra Races,100 KM,9 finishers,"New Preston, CT"
14962,Apr/27/2014,Spokane River Run,50 KM,55 finishers,"Spokane, WA"
14963,Apr/27/2014,Ironmasters Challenge,50 KM,123 finishers,"Gardners, PA"
14964,Apr/27/2014,The Trail Marathon,50 KM,132 finishers,"Pinckney, MI"
14965,Apr/26/2014,Hyner Trail Challenge,50 KM,129 finishers,"Hyner, PA"
14966,Apr/26/2014,Outrun 24,24 Hours,145 finishers,"Kirtland, OH"
14967,Apr/26/2014,Tie Dye,50 KM,38 finishers,"Yellow Springs, OH"
14968,Apr/26/2014,Sierra Azul Trail Challenge Run,50 KM,5 finishers,"Los Gatos, CA"
14969,Apr/26/2014,Earth Day 50K,50 KM,62 finishers,"Crystal Lake, IL"
14970,Apr/26/2014,JW Corbett Trail Races,50 KM,24 finishers,"Loxahatchee, FL"
14971,Apr/26/2014,JW Corbett Trail Races,50 Miles,5 finishers,"Loxahatchee, FL"
14972,Apr/26/2014,Folsom Lake Trail Run - Spring,50 KM,46 finishers,"Folsom, CA"
14973,Apr/26/2014,C&O Canal 100,100 Miles,60 finishers,"Knoxville, MD"
14974,Apr/26/2014,Indiana Trail 100,50 Miles,86 finishers,"Albion, IN"
14975,Apr/26/2014,Indiana Trail 100,100 Miles,101 finishers,"Albion, IN"
14976,Apr/26/2014,Promise Land,50 KM,333 finishers,"Lynchburg, VA"
14977,Apr/26/2014,FlatRock 101K/50K,101 KM,21 finishers,"Independence, KS"
14978,Apr/26/2014,Chippewa 50k,50 KM,228 finishers,"New Auburn, WI"
14979,Apr/26/2014,Leona Divide,50 KM,170 finishers,"Lake Hughes, CA"
14980,Apr/26/2014,Leona Divide,50 Miles,183 finishers,"Lake Hughes, CA"
14981,Apr/26/2014,Sybil Ludington,50 KM,33 finishers,"Carmel, NY"
14982,Apr/26/2014,Ouachita Trail,50 KM,123 finishers,"Little Rock, AR"
14983,Apr/26/2014,Ouachita Trail,50 Miles,45 finishers,"Little Rock, AR"
14984,Apr/26/2014,Capitol Peak,50 Miles,76 finishers,"Olympia, WA"
14985,Apr/26/2014,Capitol Peak,55 KM,47 finishers,"Olympia, WA"
14986,Apr/26/2014,Zane Grey,50 KM,93 finishers,"Payson, AZ"
14987,Apr/26/2014,Weiser River Trail,50 KM,36 finishers,"Boise, ID"
14988,Apr/26/2014,TARC Spring Classic,50 KM,108 finishers,"Weston, MA"
14989,Apr/26/2014,Cheyenne Mountain Trail Race,50 KM,81 finishers,"Pine, CO"
14990,Apr/26/2014,Fort Clinch,100 Miles,21 finishers,"Fernandina Beach, FL"
14991,Apr/26/2014,Fort Clinch,50 Miles,47 finishers,"Fernandina Beach, FL"
14992,Apr/26/2014,Frisco Railroad Run,50 KM,25 finishers,"Willard, MO"
14993,Apr/26/2014,Frisco Railroad Run,50 Miles,16 finishers,"Willard, MO"
14994,Apr/26/2014,Virginia Run for Cancer,24 Hours,162 finishers,"Hampton, VA"
14995,Apr/26/2014,Pick Your Poison Trail Run,50 KM,67 finishers,"Barrie, ON"
14996,Apr/26/2014,Brazos Bend 50,50 Miles,77 finishers,"Needville, TX"
14997,Apr/26/2014,Brazos Bend 50,50 KM,77 finishers,"Needville, TX"
14998,Apr/26/2014,Snake River Island Hop,100 KM,1 finishers,"Pasco, WA"
14999,Apr/26/2014,Snake River Island Hop,50 KM,16 finishers,"Pasco, WA"
15000,Apr/25/2014,Salt Flats 100,100 Miles,27 finishers,"Wendover, UT"
15001,Apr/25/2014,Salt Flats 100,50 Miles,10 finishers,"Wendover, UT"
15002,Apr/20/2014,Sri Chinmoy,240 Hours,53 finishers,"Queens, NY"
15003,Apr/20/2014,Sri Chinmoy,144 Hours,27 finishers,"Queens, NY"
15004,Apr/19/2014,Ruth Anderson,50 KM,39 finishers,"San Francisco, CA"
15005,Apr/19/2014,Ruth Anderson,100 KM,10 finishers,"San Francisco, CA"
15006,Apr/19/2014,Ruth Anderson,50 Miles,30 finishers,"San Francisco, CA"
15007,Apr/19/2014,Traprock 50,50 KM,101 finishers,"Simsbury, CT"
15008,Apr/19/2014,Yakima Skyline Rim,50 KM,107 finishers,"Yakima, WA"
15009,Apr/19/2014,Mokelumne River 50,50 Miles,24 finishers,"Valley Springs, CA"
15010,Apr/19/2014,Mokelumne River 50,50 KM,52 finishers,"Valley Springs, CA"
15011,Apr/19/2014,The Chatfield Ultra Race - C.U.R.E ultras,50 KM,20 finishers,"Littleton, CO"
15012,Apr/19/2014,The Chatfield Ultra Race - C.U.R.E ultras,50 Miles,5 finishers,"Littleton, CO"
15013,Apr/19/2014,Run the Rock Ultra & Mini,50 KM,31 finishers,"Raven Rock State Park, NC"
15014,Apr/19/2014,Tehama Wildflowers Trail Runs,50 KM,55 finishers,"Red Bluff, CA"
15015,Apr/19/2014,Desert Rats Trail Running Festival,50 KM,45 finishers,"Fruita, CO"
15016,Apr/19/2014,Desert Rats Trail Running Festival,52 Miles,28 finishers,"Fruita, CO"
15017,Apr/19/2014,Double Chubb,50 KM,52 finishers,"St Louis, MO"
15018,Apr/19/2014,Self-Transcendence 10-Day,240 Hours,53 finishers,"New York, NY"
15019,Apr/19/2014,TARC Don't Run Boston 50K and 50M,50 Miles,4 finishers,"Milton, MA"
15020,Apr/19/2014,TARC Don't Run Boston 50K and 50M,50 KM,23 finishers,"Milton, MA"
